text,label,label_desc,translation
i walk away feeling dissatisfied like i ve waited for my caffeine hit only to get a decaf,3,anger,"Umalis ako na hindi nasiyahan, parang naghihintay ako ng aking caffeine fix pero nakakuha lang ako ng decaf."
i never thought id feel at peace about our tragic parting im pleased to say that today i am,0,sadness,"Hindi ko akalaing mararamdaman kong mapayapa tungkol sa ating malungkot na paghihiwalay, masaya akong sabihin na ngayon ay nararamdaman ko na."
i start to feel groggy as if i have been drugged,0,sadness,"Nararamdaman kong unti-unting nahihilo, parang nabigyan ako ng gamot."
i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways,1,joy,"Parang nanonood ako ng isa pang kopya ng aking mahal na anak na ginawa para sa mundo ng mga nagsasalita ng Ingles, na kahanga-hanga, matalino, at nakakatuwa sa mga bagong at iba't ibang paraan."
i feel so relieved like finally i knew what i was thinking how i was feeling,1,joy,"Nararamdaman kong sobrang nakakagaan, parang sa wakas ay naunawaan ko na ang iniisip ko at kung paano ako nararamdaman."
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,3,anger,"Maaaring hindi ako ganap na sigurado sa maraming bagay, ngunit ako ay isang taong may malalakas na opinyon, at kapag mayroon akong opinyon tungkol sa isang bagay, nararamdaman kong lubos akong naniniwala dito at maaaring maging matigas ang ulo lalo na kapag tungkol sa politika."
i don t whoop and holler unless there s a special occasion going on but i was feeling suitably jubilant and a tad proud so out came the somewhat constipated yhhhay,1,joy,"Hindi ako sumisigaw at nagwawala maliban kung may espesyal na okasyon, pero naramdaman kong nararapat na maging masaya at konting mapagmamalaki kaya lumabas ang medyo nakakabinging ""yhhhay""."
i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,1,joy,"Nararamdaman ko tungkol sa femme fatale, maliban na lang na hindi na ito kaakit-akit dahil malinaw na si Britney ay hindi na nasa kontrol ng kanyang buhay, na siya ay napapagod na, at gayunpaman, nararamdaman kong halos pinipilit siyang nasa karera na ito hanggang sa hindi na siya makapaghatid o ayaw nang maghatid pa."
i wish i could open up to people not feel so terrified of reactions and opinions,4,fear,Sana kaya kong magbukas sa mga tao nang hindi natatakot sa kanilang reaksiyon at opinyon.
i feel like it is worthwhile to support local artists and so does clay so i am fortunate in that sense,1,joy,"Nararamdaman kong sulit ang suporta sa mga lokal na artista, at pareho rin ito ang paniniwala ni Clay, kaya ako ay masuwerteng sa ganitong aspeto."
i have a feeling that christ welcomed corey and then whispered youve got some work to do son,1,joy,"Nararamdaman kong tinanggap ni Kristo si Corey at saka bulong, ""May trabahong kailangan mong gawin, anak."""
i hope this might create a generation of kids that learns to never fear sharing openly with people they feel safe with,1,joy,Sana ito ay magbunga ng henerasyon ng mga bata na matutong hindi matakot magbahagi nang bukas sa mga taong kanilang pinagkakatiwalaan.
i hate that feeling it makes me feel so ashame and stupid,0,sadness,"Ayaw ko ng pakiramdam na iyon, parang napahiya at tanga ako."
im about one fourth through this bottle and im feeling a bit disappointed,0,sadness,halos isang-kapat ko nang natapos ang bote na ito at medyo nabigo ako.
i feel that he has lost the game,0,sadness,Nararamdaman kong natalo na siya sa laro.
i didn t even feel cranky about it,3,anger,Hindi ko nga naramdaman ang pagiging maarte tungkol doon.
i had a feeling when i left that i just wasn t that relaxed enough to really do it justice,1,joy,Nadama ko noong umalis ako na hindi pa ako sapat na nakarelaks para talagang gawin itong tama.
i need to reflect on why i feel irritated,3,anger,Kailangan kong pag-isipan kung bakit ako nagagalit.
i feel flirty playful sexy reckless,1,joy,"Nararamdaman kong mapang-akit, masaya, seksi, at walang pakundangan."
i feel so rotten for them but there is nothing i can do to change that,0,sadness,"Napakasakit para sa kanila, pero wala akong magagawa para baguhin iyon."
i begun to feel distressed for you,4,fear,Nagsimula akong mag-alala para sa iyo.
i was feeling angry and jealous and deceived,3,anger,"Nararamdaman ko ang galit, inggit, at pagkakanulo."
i feel like i should make one of these for every beach loving friend i know,2,love,Parang dapat akong gumawa ng isa nito para sa bawat kaibigan kong mahilig sa beach.
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,4,fear,Hindi ko sigurado kung paano ko mapapanatili ang tamang direksyon ng aking pag-unlad sa fitness at kalusugan.
i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad,3,anger,"Alam kong baka ma-cringe ang ilan pero kapag naramdaman ko ang isang bagay sa loob ko, kailangan kong sabihin ito, at kung gusto mong magalit, sige, magalit ka."
i always dread that part of the meeting although dont think i didnt shoot my hand up into the air feeling all superior week when i lost,1,joy,"Lagi akong natatakot sa bahaging iyon ng pulong kahit na hindi ako naniniwala na hindi ko itinaas ang kamay ko sa ere, parang may pagmamataas, noong linggo nang matalo ako."
i shrugged not feeling particularly enthralled about the educational tour and feeling guilty that i would prefer to stay at home and play house,4,fear,"Tumango ako, hindi gaanong interesado sa educational tour at may nararamdamang pagsisisi dahil mas gugustuhin kong manatili sa bahay at maglaro ng bahay."
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,3,anger,Nararamdaman kong papasok tayo sa mapanganib na teritoryo kapag basta-basta natin iniiwasan ang mga bahagi ng konstitusyon na ayaw nating sundin o lumilikha ng mga ekstra-konstitusyonal na burukrasya.
i told her yeah they feel insecure and they bully people because it makes them feel powerful physically,4,fear,"Sinabi ko sa kanya na oo, sila ay nadarama ang kawalan ng katiyakan at nag-bully ng mga tao dahil ito ay nagpapalakas sa kanila pisikal na."
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,3,anger,"Nararamdaman kong may sama ng loob, ito ang aking pagpipilian at maaari kong piliing gawin ang mga bagay nang iba sa susunod na pagkakataon o kahit baguhin ang aking pagpipilian ngayon."
i am feeling lost for not being on a regimented strength program,0,sadness,Nalulungkot ako dahil hindi ako sumusunod sa isang estrukturadong programa ng pagpapalakas.
i feel a bit low,0,sadness,Nararamdaman kong medyo mababa ang aking pakiramdam.
i feel numb burn with a weak heart so i guess i must be having fun the less we say about it the better make it up as we go along feet on the ground head in the sky its ok i know nothings wrong,0,sadness,"Nararamdaman kong parang tinutulugan, nasusunog ng mahina kong puso kaya siguro masaya ako. Mas mabuti nang hindi na natin masyadong pag-usapan, basta't gawin natin habang tumatagal. Paa sa lupa, ulo sa langit. Ayos lang, alam kong wala namang mali."
i feel fairly calm,1,joy,Nararamdaman kong medyo kalmado.
i feel much gratitude and thanks for finally after months and days i get to know my beloved deedee is fine,2,love,"Nararamdaman ko ang malaking pasasalamat at utang na loob dahil sa wakas, matapos ang mga buwan at araw, nalaman kong ligtas ang aking mahal na DeeDee."
ive had a dry spell of inspiration and just this overall sense of feeling that i have lost touch with all the little things ive always loved,0,sadness,Nakakaranas ako ng tagtuyot ng inspirasyon at isang pangkalahatang pakiramdam na nawala na ang aking koneksyon sa lahat ng maliit na bagay na noon ay aking minamahal.
i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future,1,joy,"Dapat kong aminin, ako rin ay nasa isang nakakabighani at kapanapanabik na yugto, at nararamdaman kong may kakaibang, masiglang pag-asa para sa hinaharap."
i may not be rich by material standards but i feel very rich because i am grateful for what i have,1,joy,Hindi ako yaman sa materyal na paraan ngunit nararamdaman kong lubhang mayaman dahil nagpapasalamat ako sa aking mga biyaya.
i also feel like a sophist half the time when im looking for supportive examples,2,love,"Minsan, parang isang sopistikado akong naghahanap ng mga halimbawa para suportahan ang aking pananaw."
i know that its hard cos you might feel helpless or anything but sometimes its something that is beyond what you can do,0,sadness,"Alam kong mahirap dahil baka maramdaman mong walang magagawa o anumang bagay, ngunit minsan ito ay isang bagay na lampas sa iyong kakayahan."
i wish i could find a crystal ball for the days i feel completely worthless,0,sadness,Sana makahanap ako ng kristal na bola sa mga araw na pakiramdam ko'y lubos na walang halaga.
getting a low grade on my physics midterm,3,anger,Pagkuha ng mababang marka sa aking midterm sa pisika.
i feel fab if i can get hours sleep in one go but sam doesnt always oblige,1,joy,"Nararamdaman kong maganda kapag nakakatulog ako ng maraming oras nang sunod-sunod, pero hindi palagi si Sam sumusunod."
i will not consider homeschooling unless i feel we have exhausted every other option if i homeschool it will be temporary and my children will participate in non homeschooling activities as much as possible,0,sadness,"Hindi ko isasaalang-alang ang homeschooling maliban kung ako ay makaramdam na naubos na natin ang lahat ng ibang opsyon. Kung magho-homeschool ako, pansamantala lamang ito at ang aking mga anak ay sasali hangga't maaari sa mga aktibidad na hindi homeschooling."
i find this meeting a little scolding when anyone with less than five years of sobriety attempts to engage theres a definite feeling in the air that some horrible crime is being committed,0,sadness,Nakakaramdam ako na parang pagmumura ang pulong kapag ang sinumang mayroon lamang ng mas mababa sa limang taon ng pagiging malinis ang nagsisikap makipag-ugnayan; mayroong tiyak na pakiramdam sa hangin na isang nakakatakot na krimen ang ginagawa.
i will not feel so alone anymore,0,sadness,Hindi na ako mag-iisa.
i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,1,joy,Kumain ako sa maraming kainan at nararamdaman kong mas masarap at mas mura ang mga karinderya kaysa sa mga mas magagarang lugar na kulang sa lasa at pampalasa.
i got a handle on the story and it actually started to get a feel and shape that i liked,2,love,Naunawaan ko na ang kwento at unti-unting nabuo ang pakiramdam at anyo nito na gusto ko.
im going to be talking a bit about how i feel about the important role of the fan in this wonderful game we call music,1,joy,Magtatalakay ako ng kaunti tungkol sa aking nadarama tungkol sa mahalagang papel ng mga tagahanga sa magandang larong ito na tinatawag nating musika.
i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,1,joy,"Kailangan kong maging tapat sa aking sarili upang gawin pa ang mga bagay na iyon. Sa tingin ko, bilang ina, minsan ay parang nawawala ang ilang bahagi ng iyong personalidad dahil kahit gaano katalino ang mga anak ko, ang kanilang pakiramdam ng katatawanan ay mula sa paggawa ko ng mga nakakatawang mukha at paghabol sa kanila sa paligid ng bahay gaya ng isang halimaw."
i want the girl i love to feel loved and be loved,2,love,Gusto kong maramdaman ng babaeng minamahal ko na mahal siya at mahal siya.
i was feeling joy happiness ecstasy triumph or love i felt contented somehow,1,joy,"Naramdaman ko ang kagalakan, kaligayahan, kilig, tagumpay, o pag-ibig; may konting kasiyahan ako."
i went to bed feeling utterly miserable last night,0,sadness,Nagising ako kagabi na lubos na nalulumbay.
i wonder does anyone ever feel particularly inspired or moved watching question time these days,1,joy,Nagtataka ako kung mayroon bang nakakaramdam ng partikular na inspirasyon o paggalaw habang nanonood ng oras ng mga katanungan ngayon.
i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life,4,fear,Nararamdaman kong mas kaunting presyur ang nararamdaman kong tingnan ang aking telepono at nakakakuha ako ng mas magandang espasyo upang makapag-concentrate sa mga bagay na mas mahalaga sa buhay.
i know there are times where some nightmarish things may really happen to us but when dreaming bad visions just popped into our minds and have us feeling terrible,0,sadness,"Alam kong may mga pagkakataon na maaaring mangyari sa atin ang mga bagay na parang mga masamang panaginip, ngunit kapag ang mga masamang pangitain ay biglang lumitaw sa ating isipan habang nagigising at nagdudulot sa atin ng masamang pakiramdam."
i feel like im back to the arms of a beloved last seen a long time ago,1,joy,Parang bumalik ako sa yakap ng isang minamahal na matagal ko nang hindi nakikita.
i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one,4,fear,Napakakaba ko na tungkol dito dahil puno ang aking maleta ng mga DVD na tanging isa lang ang pinanood namin.
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,3,anger,"Hindi ko maalis ang aking nararamdaman na nasasaktan at nabighani kahit gaano ko pa subukan, at ang usapan ay patuloy na kumokonsumo sa bawat aking iniisip."
i not feel the tension that permeates the air in the calm before the storm,1,joy,Hindi ko nararamdaman ang tensyon na kumakalat sa hangin bago ang bagyo.
im feeling so ignored right now like no one ever ever cares about me when in the first place im the one trying to push everyone away,0,sadness,"Nararamdaman kong sobrang iniwan ako ngayon, parang wala talagang nag-aalala sa akin habang ako mismo ang nagpupursige na palayasin ang lahat."
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,3,anger,"Sinusubukan kong ipaliwanag ang aking nararamdaman, ngunit binabaliwala ito ng isang tao nang walang pag-iisip. Nararamdaman kong nabigo at nawawalan ng interes na talakayin ang aking mga opinyon dahil hindi nila kayang maunawaan ang aking pananaw at ang aking karanasan sa pamamagitan ng pamumuhay doon."
i feel shaken and scared,4,fear,Nararamdaman kong nababagabag at natatakot ako.
i want or need to hear to make me feel valued,1,joy,Gusto kong marinig ang mga bagay na magpaparamdam sa akin na mahalaga ako.
i talk to my real estate agent for some advice on how to proceed not that i feel she will offer much again im not too impressed with her,4,fear,"Nag-uusap ako sa aking real estate agent para humingi ng payo kung paano magpapatuloy, hindi na rin dahil inaasahan kong magbibigay siya ng marami, hindi na rin ako masyadong nasiyahan sa kanya."
i feel like screaming and if she was ugly,0,sadness,Gusto kong sumigaw at kung siya ay pangit.
im feeling terrified no control and now my world is shaking the curtains close and it tingles and tickles inside in my pulse,4,fear,"Natatakot ako, wala akong kontrol, at ngayon ay umiindayog ang aking mundo. Isinasara ang kurtina at kumakabog at kinikilig ang aking pulso."
i feel like i need to just face the world and stop being afraid of repercussions,4,fear,Nararamdaman kong kailangan kong harapin ang mundo at tumigil sa pagkatakot sa mga posibleng bunga.
i have grown accustomed to the creative freedom of living by myself i can dance around my house and write songs and play guitar without feeling inhibited by the eyes and ears of others,4,fear,"Naging sanay na ako sa malayang pagpapahayag ng aking sarili habang nakatira mag-isa. Maaari akong sumayaw sa aking bahay, sumulat ng mga kanta, at tumugtog ng gitara nang hindi nahihiya sa mga mata at tainga ng iba."
im feeling totally lame for not posting anything in forever and not even checking this blog in forever,0,sadness,Nararamdaman kong lubos na bobo dahil hindi ako nag-post ng kahit ano sa loob ng matagal at hindi ko man lang tiningnan ang blog na ito sa loob ng matagal.
i know you say you don t but there s a lot of anger that i m on the receiving end of and it s just how i feel i probably deserve to be hated too,0,sadness,"Alam kong sinasabi mong hindi, pero marami akong nararamdaman na galit na ako ang natatanggap, at ganito lang ang nararamdaman ko, marahil nararapat akong igalit din."
i feel i don t need to describe how gorgeous the dominican republic was i ll let the film speak for itself,1,joy,Nararamdaman kong hindi ko na kailangang ilarawan kung gaano kaganda ang Dominican Republic; hayaan na nating ang pelikula ang magsalita para sa sarili nito.
i just didn t end feeling satisfied,1,joy,Hindi ko lang naramdaman ang kasiyahan sa wakas.
i could put a full thought together and didnt feel so lethargic,0,sadness,Kaya kong iisaayos ang isang kumpletong kaisipan at hindi nararamdaman ang pagod.
i feel in the tragic case of the woman who was raped though hard may it be the baby should be put up for adoption if the woman cannot bear to keep him her,0,sadness,"Nararamdaman ko ang kalungkutan sa kaso ng babaeng binugbog, bagama't mahirap, dapat ibigay sa pag-aampon ang sanggol kung hindi niya kayang pangalagaan."
i notice that i feel a little apprehensive even to share all this,4,fear,Napansin ko na medyo kinakabahan pa rin ako kahit ibahagi lahat ng ito.
i couldnt help feeling shamed that we didnt take care of him sooner but who would have ever guessed,0,sadness,"Hindi ko mapigilang maramdaman ang kahihiyan na hindi namin siya agad inalagaan, ngunit sino nga ba ang mag-aakala?"
i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,1,joy,Dati kong iniisip na kailangan ng mga lalaki na mahalin at igalang ng kanilang mga babae ang lahat ng kanilang mga kaibigan at kamag-anak upang maramdaman din nila ang paggalang.
im feeling rather listless today probably because of whats going on around me,0,sadness,"Nararamdaman kong medyo walang gana ngayon, marahil dahil sa mga nangyayari sa paligid ko."
i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat,1,joy,Tunay akong nasiyahan na nakahanap ng paraan si Brooklyn at walang problema sa paglipat mula sa dibdib hanggang sa bote at pabalik nang walang anumang pagkukulang.
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,1,joy,"Nararamdaman ko ngayon ang kaunting pagtitiwala sa kanila kaya eto, isang magandang pares ng cream at lemon shorts na kamakailan kong binili sa warehouse sale."
i feel pretty pleased about all day i was worried that perhaps i should have guessed riva but i thought that this was harvey weinstein s one big chance for a win and he s really good at helping people get oscars,1,joy,"Masaya ako sa buong araw, natatakot ako na baka dapat kong hulaan si Riva, pero akala ko ito ang malaking pagkakataon ni Harvey Weinstein para manalo, at siya ay tunay na mahusay sa pagtulong sa mga tao na makuha ang Oscar."
i feel very blessed to have a new team of doctors that are by my side and listen,2,love,Napakaligaya ko na may bagong koponan ng mga doktor na nasa tabi ko at nakikinig.
im feeling a bit overwhelmed tonight and not really for any good reason,4,fear,Nararamdaman ko ngayon gabi na medyo nababalot at wala namang malinaw na dahilan.
i feel that it s worthwhile to patronize their restaurant,1,joy,Nararamdaman kong sulit ang suportahan ang kanilang restaurant.
i am still feeling extremely damaged from many different events some of them seeming to repeat themselves i havent given up nor do i ever plan on,0,sadness,"Patuloy pa rin akong nadaramaang lubhang nasasaktan dahil sa maraming pangyayari, ilan sa mga ito ay tila paulit-ulit. Hindi ako sumusuko at hindi rin ako kailanman magpaplano nito."
i am feeling needy needing you so needing your love by the grove,0,sadness,"Nararamdaman kong kailangan kita, sobrang kailangan ng iyong pagmamahal sa ilalim ng puno."
i ask you to trust this and to celebrate not the images of lives cut short but the feeling of freedom that your hearts can accord when you reach for these lovely spirits and know that you make the connection,2,love,"Humingi ako sa inyo na maniwala dito at ipagdiwang hindi ang mga larawan ng mga buhay na biglang natapos, kundi ang pakiramdam ng kalayaan na maibibigay ng inyong mga puso kapag hinawakan ninyo ang mga magandang kaluluwa at nalalaman ninyong kayo ay nakakakonekta."
i really want to be proud to say i ve lost x amount of weight rather than feel discouraged because i m not where i want to be,0,sadness,Gusto kong maging mapagmamalaki na sabihin na nawala na ang x na timbang ko kaysa maramdaman ang pagkabigo dahil hindi pa ako nasa punto na gusto ko.
i feel pleased but at the same time i really don t understand why do we feel this patriotism only twice every year,1,joy,Nakakatuwa ako pero sa totoo lang hindi ko maintindihan kung bakit nararamdaman natin ang pagmamahal sa bayan natin lamang dalawang beses sa isang taon.
im feeling cautiously optimistic about the direction anime is heading,1,joy,Nakakaramdam ako ng maingat na pag-asa tungkol sa direksyon ng anime.
i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,1,joy,"Iniisip ko ang aking MD na naging kasama ko noong kabataan ko, nagbibigay ng payo at suporta, at nagpaparamdam sa akin na espesyal at mahalaga."
i feel satisfied with the manner in which i have settled in to my new school and feel that i a now in a position to slowly weave my magic,1,joy,Nakakagaan ng loob na nakahanap na ako ng aking lugar sa bagong paaralan at handa na akong dahan-dahang ipakita ang aking kakayahan.
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,3,anger,Parang isang mapanganib na hayop ako habang naglalakad palabas ng kagubatan at papasok sa mainit na buhangin ng itong bakanteng isla.
im tired of crying then feeling content and loved then going back to crying again,1,joy,"Pagod na ako sa pag-iyak, tapos nararamdaman ang saya at pagmamahal, tapos bumalik ulit sa pag-iyak."
i am just feeling too rotten to put on a happy face for the night,0,sadness,Masyado akong masama ang pakiramdam para magmukhang masaya ngayong gabi.
i feel more free to enjoy the possessions i do have like this rock or that book or these clothes,1,joy,"Mas malaya akong mag-enjoy sa mga gamit na meron ako gaya ng bato na ito, libro na iyon, o mga damit na ito."
i am the type of person that absolutely hates to let anyone down and i feel like any time i have to tell him were broke im letting him down,0,sadness,"Ako ay taong ayaw talagang magpahuli sa kahit sino at nararamdaman kong tuwing kailangan kong sabihin sa kanya na wala tayong pera, parang nabibigo ako sa kanya."
i feel all shaken up and im waiting for things to settle,4,fear,Nararamdaman kong nababalisa ako at hinihintay kong makalma ang lahat.
i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,4,fear,"Naaalala ko ang pakiramdam ng libro at sobrang naimpress ako rito, at alam kong kailangan kong basahin ito muli."
im sinking back into feeling rejected and also wondering what i could have done differently,0,sadness,Nalulubog na ako muli sa pakiramdam ng pagtanggi at nagtatanong din kung ano ang maaaring nagawa kong iba.
i didnt feel too much it was just casual,1,joy,"Hindi ko masyadong naramdaman, basta casual lang."
i started feeling festive very soon right back in november and i suppose it was inevitable that i ran out of steam before the day itself im feeling all a bit hummpffff today you know so much to do so little time and its all going to be over in a flash,1,joy,"Nagsimula akong magkaroon ng pakiramdam na pista noong Nobyembre pa at siguro'y hindi maiiwasan na maubos ang aking enerhiya bago pa man dumating ang araw mismo. Parang hummpffff ako ngayon, alam mo, marami pang dapat gawin ngunit kakaunti ang oras at lahat ay magtatapos sa isang iglap."
during the last academic year ie just before the closure,4,fear,"noong nakaraang taon ng akademya, bago ang pagsasara."
i am but all of a sudden i feel ignored and unloved and forgotten and i know its probably mostly in my head but what if it isnt,0,sadness,"Ako lang, pero bigla akong nadarama na hindi pinapansin, hindi minamahal, at nakalimutan, at alam kong malamang nasa isip ko lang ito, pero ano kung hindi?"
i feel like i do for every one and the only one who does for me does it with an attitude and is aggravated to be asked,3,anger,"Parang ako lang ang nagsisilbi sa lahat, at ang tanging nagsisilbi sa akin ay ginagawa ito nang may galit at parang pinipilit."
i go back to my point about what an easy sell getting folk to feel really virtuous for not doing what they dont want to do anyway,1,joy,Bumalik ako sa aking punto tungkol sa kung gaano kadaling ibenta ang ideya na mararamdaman ng mga tao ang kanilang kabutihan dahil hindi nila ginagawa ang mga bagay na ayaw nilang gawin pa man.
i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer,1,joy,"Alam kong maraming nagrereklamo na hindi maaaring maging paborito ang unang pag-boot, pero alam ninyo kung paano ako nakaramdam tungkol sa aking minamahal na [link removed] winterpaysforsummer."
i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,1,joy,Nararamdaman kong ipinagmamalaki na maging isang mamamahayag sa kanyang blog na nakatuon sa kamangha-manghang paligsahan ng awiting ito na Eurovision.
i want to know and feel loved long after first sight,2,love,Gusto kong malaman at maramdaman ang pagmamahal kahit matapos ang unang tingin.
i feel amazed how this sh it things happened to me,4,fear,Nabigla ako kung paano nangyari ang mga ganitong bagay sa akin.
i feel more energetic than i have in years,1,joy,Mas may enerhiya ako ngayon kaysa sa mga nakalipas na taon.
i give off a different feel im carefree,1,joy,"Nagbibigay ako ng iba't ibang pakiramdam, malaya ako."
i guess fiction powers along on good emotions versus bad emotions there wouldnt be much excitement if all the feelings between the characters were sweet and harmonious,2,love,Siguro ang kathang-isip ay umuunlad sa pamamagitan ng magagandang emosyon kumpara sa masasamang emosyon; hindi magkakaroon ng maraming kilig kung lahat ng damdamin sa pagitan ng mga tauhan ay matamis at maayos.
i feel like i may be veering into some stereotypes pretty soon,1,joy,Nararamdaman kong baka malapit na akong makalapit sa ilang mga stereotype.
i already feel sympathetic to tatsuma and aoi,2,love,Nakaramdam na ako ng awa kay Tatsuma at Aoi.
i feel caring concern for ron and especially for his wife who i feel very close connections with,2,love,"Nararamdaman kong may pag-aalala at pagmamahal ako kay Ron, lalo na sa kanyang asawa na aking malapit na kaibigan."
im in confuse and feeling so blank rite now,0,sadness,Nalilito ako at parang wala akong maisip ngayon.
i woke up this morning with a cold and have been feeling groggy all morning but that didnt stop my sister and her husband from leaving me to babysit all day quite annoyed i kept it too myself and stayed in chill mode,0,sadness,"Gumising ako kaninang umaga na may lagnat at pakiramdam kong antok ang buong umaga ngunit hindi iyon pumigil sa aking kapatid at asawa niya na iwan akong mag-alaga ng bata buong araw. Napakainis, ngunit pinigilan ko ang aking sarili at nanatili akong kalmado."
im feeling a bit nostalgic about this flashback friday entry because i realise how different things are today,2,love,Nararamdaman ko ang kaunting pag-nostalya sa pagbabalik-tanaw ngayong Biyernes dahil napagtanto ko kung gaano na iba ang lahat ngayon.
im lacking in the accessory department but i have a feeling that once i actually start putting the things i own in one place i might be a little more surprised at what i find,4,fear,"Kulang ako sa mga aksesorya, pero may pakiramdam akong kapag nagsimula akong ilagay ang mga gamit kong pag-aari sa isang lugar, baka magulat ako sa mga matatagpuan ko."
i do give up at times when i feel there s no point in a friendship when one cant be bothered,3,anger,"Minsan, sumusuko ako kapag nararamdaman kong walang silbi ang isang pagkakaibigan kung hindi naman pinapansin."
ive been feeling completely stupid about this whole thing,0,sadness,Nararamdaman kong lubos na tanga tungkol sa lahat ng ito.
i still feel it is equally unimportant but in the spirit of a href http blog,0,sadness,"Parang pantay pa rin ang kahalagahan nito para sa akin, pero sa diwa ng isang blog."
i actually read it im left feeling disillusioned and all the insecurities single ladies attempt to play down on a daily basis surface without me wanting them to,0,sadness,"Talagang nabasa ko ito, at naiwan akong nabigo at lahat ng mga pag-aalinlangan na sinusubukang itago ng mga dalagang nag-iisa araw-araw ay lumilitaw nang hindi ko gustong mangyari."
i am not feeling particularly creative,1,joy,Hindi ako nararamdaman na partikular na malikhain.
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly,3,anger,"Nararamdaman ko na ang pagduduwal, pero totoo naman, ayaw kong magpa-picture kasi lagi kong iniisip na pangit ako."
i feel very successful in both my family and work life,1,joy,Nararamdaman kong lubos akong matagumpay sa aking buhay pamilya at trabaho.
i feel like i can still hear her cute voice in my ears,1,joy,Parang naririnig ko pa rin ang kanyang matamis na boses sa aking tenga.
i would feel like a hypocrite supporting palin for any of those reasons,1,joy,Parang isang mangmang ako kung susuportahan ko si Palin dahil sa mga dahilang iyon.
i went back to work feeling agitated and lazy which transformed into this state where i just yelled i dont know,3,anger,"Bumalik ako sa trabaho na parang nagagalit at tamad, at naging ganito na lang ako na basta sumisigaw na ""Hindi ko alam."""
ive been a bad bad lazy girl i can feel my muscle aching,0,sadness,"Masamang babae ako, tamad na tamad, nararamdaman ko ang sakit ng aking mga kalamnan."
im feeling a little more hopeful about my future and like matty always says i want my world to get bigger,1,joy,"Nararamdaman ko ngayon ang kaunting pag-asa para sa aking kinabukasan at gaya ng lagi niyang sinasabi ni Matty, gusto kong lumaki ang aking mundo."
i read of my friends good news and have an unexplained feeling of melancholy what s up with that,0,sadness,Nabasa ko ang magagandang balita ng mga kaibigan ko at naramdaman ko ang hindi maipaliwanag na kalungkutan. Ano kaya ang nangyayari?
i also wouldnt mind a canon d mark iii if anyone is feeling generous,1,joy,Hindi rin ako mag-aalinlangan kung may magbibigay ng Canon D Mark III.
ive been feeling distressed,4,fear,Nakakaramdam ako ng pagkabalisa.
i tell mummy that my stomach really not feeling well i really wanna go to toilet mummy ask me keep on eating,1,joy,"Sinabi ko sa nanay na talagang hindi maganda ang pakiramdam ng aking tiyan, gusto ko talagang pumunta sa banyo, pero tinanong ako ng nanay na magpatuloy pa akong kumain."
i was getting motivated about losing weight and getting healthy and wearing that outfit and feeling fantastic,1,joy,"Nagiging motivated ako tungkol sa pagbaba ng timbang, pagiging malusog, at pagsusuot ng damit na iyon habang nakakaramdam ng kahanga-hanga."
i know and trust how i feel but i generally shy away from it with strangers,4,fear,Alam ko at pinagkakatiwalaan ko ang aking nararamdaman ngunit kadalasan ay iniwasan ko ito sa mga estranghero.
im really feeling skeptical about clinique products,4,fear,Talagang nag-aalinlangan ako sa mga produkto ng Clinique.
i have found myself a lot lately i feel discouraged about many things in life,0,sadness,Madalas kong nararamdaman ngayon ang pagkabigo dahil sa maraming bagay sa buhay.
