text,label,label_desc,translation
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,0,sadness,"Lagi akong nagmamalaki sa pinanggalingan ko pero minsan ngayon, parang masyadong dorky, boring, hipster sa mali, awkward ako, at saka nagtatanong ako kung bakit hindi nila nararamdaman na malapit sila sa akin."
i feel like a useless bastard,0,sadness,Parang isang walang silbi at walang kabuluhan akong nilalang.
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,3,anger,"Nararamdaman kong ang mga estudyante sa silid-aralan na ito ay lubhang mapanirang-puri sa anumang pagpapakita ng katalinuhan, gaya ng karamihan sa lipunan."
i feel kinda strange too cause i didnt encountered with such feelings last year,4,fear,Nararamdaman ko rin ang kakaiba dahil hindi ko naranasan ang ganitong pakiramdam noong nakaraang taon.
i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,1,joy,"Parang basura ako, pero kahanga-hanga naman ako. Kahit mahina ako, malakas naman ako. Kahit parang nabigo ako, nagtatagumpay ako. At kahit hindi ako marunong pahalagahan ang sarili, ililiwanag ko ang aking pangarap. Ito ay nagtatapos at nagsisimula ngayon."
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,3,anger,Nararamdaman kong hindi dapat magmadali o magpakabastos sa matatalim na bagay dahil ito ay magdudulot ng luha.
i don t think i could feel more idiotic if i tried,0,sadness,Hindi ko akalaing mas magiging bobo pa ako kung susubukan ko.
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,3,anger,"Nasa akin ang diet coke, nanonood ng mga swimming lessons, at naiinis dahil hindi masyadong nakikinig ang mga mousekins ko. Dumaan sa isip ko."
i think guys who feel need to compensate do it by being obnoxious,3,anger,"Akala ko, ang mga lalaki na pakiramdam nila ay kailangan maghiganti ay ginagawa ito sa pamamagitan ng pagiging maingay at bastos."
i feel shitty as fuck,0,sadness,Napakasama ng pakiramdam ko.
i feel so invigorated by the sunshine,1,joy,Nararamdaman kong napakalakas ng aking sigla dahil sa sikat ng araw.
i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,4,fear,"Hindi ko sigurado kung bakit ko nararamdaman ang pangangailangan na ibahagi ang karanasang ito sa mundo, marahil dahil ngayon na natapos na ito, medyo nakakatawa pala."
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,4,fear,"Hindi ko alam kung alam niya tungkol kay Buffy, pero ako, kinakabahan ako kung paano magiging resulta ang maraming aso sa isang biyahe."
i feel like i m accomplishing something and when i feel passionate about life,1,joy,Nararamdaman kong nagagawa ko ang isang bagay at kapag ako'y puno ng pagmamahal sa buhay.
i feel a strong connection with another human being and i want to spend more time with her,1,joy,Nararamdaman kong may malakas na koneksyon ako sa isang tao at gustong-gusto kong gugulin pa ang mas maraming oras kasama niya.
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,4,fear,Naghihintay ako sa aking girlfriend na pumunta mula sa kanyang apartment papunta sa akin. Napaka-huli niya at akala ko nangyari na ang isang masamang bagay.
i feel all glamorous,1,joy,Nararamdaman kong sobrang glamoroso.
ive been feeling jealous lately of bloggers going off to author readings and book si,3,anger,Nararamdaman ko kamakailan ang inggit sa mga blogger na pumupunta sa mga pagbabasa ng mga akda at mga book signing.
i feel so doomed for my botany lec finals later,0,sadness,Napakadurog ng loob ko para sa botany lec finals ko mamaya.
im re reading that sentence and feeling foolish,0,sadness,Binabasa ko muli ang pangungusap na iyon at nararamdaman kong tanga.
i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,1,joy,Masaya akong nagtuturo sa mga batang nursery na may espesyal na pangangailangan at alam kong ang pag-aaral ng sining ay lalong tumulong sa akin upang gamitin ang sining sa kurikulum upang gawing mas masaya at kawili-wili ang mga aralin para sa mga mag-aaral.
i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,1,joy,Umalis ako ngayong gabi na parang mayaman dahil may kaibigan akong malapit sa akin sa tabi ng bahay.
i came back and for some reason my mind feels blank,0,sadness,"Bumalik ako at sa ilang dahilan, parang wala sa isip ko."
i feel like i want to punch him in his handsome face,1,joy,Gusto kong suntukin siya sa kanyang magandang mukha.
i do when i feel guilty a href http douevenlift,0,sadness,Ano ang ginagawa ko kapag nararamdaman kong may sala ako.
i had an incredible feeling of frantic despair,4,fear,Naramdaman ko ang isang kahanga-hangang damdamin ng matinding pagkabigo at pagkabalisa.
i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,3,anger,"Nagpupursigi akong makasama ang lahat ng gawain para sa modyul na ito at minsan ay nadarama kong nababahala dahil parang nabilisan ang aking mga blog. Bagama't nabasa ko nang may malaking interes ang mga blog ng aking mga kaklase, nararamdaman kong hindi ako nakikipag-ugnayan hangga't kaya ko, ito ay isang tiyak na lugar para sa pagpapaunlad."
i feel like i have gotten rejected by him over and over again from the time i have met him,0,sadness,Parang paulit-ulit akong tinatanggihan niya mula nang makilala ko siya.
i feel optimistic that he ll settle in before too long once we ve arrived,1,joy,Nakakabighani akong isipin na siya ay makakapag-adjust bago pa matagal pagdating natin.
i am feeling a little stressed but seriously i have no one or nothing to blame but myself,3,anger,"Nararamdaman ko ang kaunting stress pero totoo, wala akong sisihin kundi ang aking sarili."
i feel im being violent is i say no im not going to accept that and here are the consequences,3,anger,Nararamdaman kong nagiging marahas ako kapag sinasabi kong hindi ako tatanggap nito at ito ang mga kahihinatnan.
i wonder if they would feels as delicate and pretty in my hand as they looked upon the framework of branches,2,love,Nagtataka ako kung mararamdaman nila kung gaano sila kahalaga at maganda sa aking kamay gaya ng kanilang hitsura sa balangkas ng mga sanga.
i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,1,joy,"Nararamdaman kong bumalik ako sa pagiging masiglang maliit na manok na ako noong una kong natagpuan ang eksena, ngunit may mas malalim at mas malawak na pag-unawa sa aking sarili at sa mundo sa paligid ko."
i feel have been convinced by many factors in our culture of a kind of cooking mystique,1,joy,Nararamdaman kong napabilang ako sa paniniwala ng maraming salik sa ating kultura tungkol sa isang uri ng misteryo sa pagluluto.
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,1,joy,"Nararamdaman kong masaya dahil sa isang bagay, maaaring ito ay isang tagumpay na aking nagawa, ang aking paligid, o kahit isang hindi inaasahang pangyayari na nangyari sa akin."
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,1,joy,"Nagkakamali ako noong ayaw kong hayaan ang iba na gawin lahat ng ito, ngunit ito ay nagpaparamdam sa akin na mas mababa ang halaga dahil hindi ako nagtatrabaho at hindi rin ako isang ina sa tahanan."
i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,3,anger,"Hindi ko kilala si Sue nang katagal gaya nina Bloater at Lisa pero parang kilala ko na siya, alam mo 'yung tipong tao na pagkikita mo, agad na magkakasundo. Pwede kayong mag-usap ng mga usapan ng mga matatandang maarte agad, tapos sa susunod na minuto ay tatawa na kayo nang malakas. Ganun si Sue."
i feel honoured that she has chosen to share this with me,1,joy,Nararamdaman kong iginagalang na pinili niya akong ibahagi ito.
i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous,1,joy,"Maaari akong umupo nang maraming oras kasama ang mga matatandang kaibigan, nagkukuwentuhan, at parang nasa isang sobrang magandang lugar."
i feel sad i will just ignore and pretend i dont feel anything,0,sadness,"Malungkot ako, iiwasan ko at gagawa akong parang wala akong nararamdaman."
i feel cared for and accepted,1,joy,Nararamdaman kong inalagaan at tinatanggap.
i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time,1,joy,"Nagsisimula ako, parang kailangan kong ulitin ang isang katotohanan na hindi ko sigurado kung malinaw ko nang sinabi, hindi dahil nagpo-post ako ng lahat ng mga malungkot na pangyayari sa mermaidhaire nangangahulugan na lagi akong malungkot."
i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,1,joy,"Sa tingin ko, minsan ang mga damdamin ng obligasyon, tungkulin, at inaasahan ay nakakapigil sa atin upang maniwala sa ating intuwisyon na gabay sa tamang direksyon."
i feel lucky that i have an awesome life and family even though i belong to a middle class,1,joy,Masuwerte ako na mayroon akong kahanga-hangang buhay at pamilya kahit na kabilang ako sa gitnang uri.
i am feeling very shaky,4,fear,Nararamdaman kong sobrang aalog ako.
im feeling unimportant or sorry for myself not at all,0,sadness,Hindi ako nakakaramdam ng hindi mahalaga o nagsisisi sa aking sarili.
ive heard stories about julie baileys treatment before now but this is the first time i seen anything in print and it makes me feel deeply ashamed that someone who stood up neglected nhs patients and their families can become so isolated in her own community,0,sadness,Narinig ko na ang mga kwento tungkol sa pagtrato kay Julie Bailey noon ngunit ito ang unang pagkakataon na nakita ko ito sa nakasulat at ito ay nagpapakita sa akin ng malalim na kahihiyan na ang isang taong tumayo para sa mga pasyente ng NHS at kanilang mga pamilya ay maaaring maging ganito kalayo sa kanyang sariling komunidad.
i was feeling rejected and sad,0,sadness,Nararamdaman kong tinanggihan at malungkot.
i feel satisfied with it,1,joy,Masaya ako rito.
i still feel completely accepted,1,joy,Nararamdaman ko pa rin ang ganap na pagtanggap.
i didn t binge at all during the weekend and had more energy to clean the house something i had put off for weeks even if these pills didn t really make me lose any weight i wanted them because i hardly felt the need to eat and didn t feel totally and completely exhausted,0,sadness,"Hindi ako nag-binge man lang noong weekend at mas may enerhiya akong linisin ang bahay, isang bagay na pinag-iwanan ko nang ilang linggo. Kahit hindi talaga ako nabawasan ng timbang dahil sa mga gamot na ito, gusto ko sila dahil halos hindi ko naramdaman ang pangangailangan kumain at hindi ako ganap na pagod."
i love you to me actually made me feel dismayed and disappointed,0,sadness,"Ang pagsasabi mong ""mahal kita"" ay talagang nagpapaisip at nagpakalungkot sa akin."
i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else,1,joy,"Hindi ako gaanong matibay ang loob, kailangan kong makipagkumpitensya o ipaliwanag kung bakit hindi ako gaanong magaling kumpara sa iba."
i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made,1,joy,"Nag-aalinlangan akong magbigay ng mga bituin para sa anumang libro dahil sa pakiramdam ko, ang pagbibigay ng mga bituin ay nangangahulugan na ito ay ganap na perpekto at walang dapat pagandahin."
i and was feeling nostalgic about that time in their lives,2,love,Ako at nararamdaman ang pag-nostalya tungkol sa panahong iyon sa kanilang buhay.
ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal,0,sadness,"Nagkakaroon ulit ako ng pagbagsak ng emosyon, nararamdaman kong malungkot, at sa mga nakaraang tatlong o apat na araw na sumusunod ako sa aking dati nang pattern ng pagtulog, medyo mabuti ang pakiramdam ko, hindi man perpekto, pero mas mahusay kaysa dati."
i continue to spend hrs into not feeling envious can i really do it,3,anger,"Patuloy akong nagsisikap na hindi maging inggit, kaya ko kaya ba talaga ito?"
i come home i am usually feel drained and exhausted,0,sadness,"Pag-uwi ko, karaniwang nadarama kong pagod at walang lakas."
i got the feeling she really liked her new quilt,2,love,Naramdaman kong tunay na nagustuhan niya ang kanyang bagong kumot.
i still managed to feel tranquil and appreciate this archeological wonder,1,joy,Nakaramdam pa rin ako ng katahimikan at nagpapasalamat sa kagandahan ng arkeolohikal na ito.
i was also feeling unimportant,0,sadness,Nararamdaman ko rin na hindi ako mahalaga.
i would probably dine here once in a while especially if i am feeling rich which i dont,1,joy,"Malamang kakain ako dito minsan-minsan, lalo na kung mayaman ang pakiramdam ko, na hindi naman ako."
i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life,0,sadness,Nakakuha ako ng mga guinea pig noong naninirahan ako sa isang maliit na apartment sa London at medyo malungkot tungkol sa buhay.
i feel it is wholly positive,1,joy,Nararamdaman kong lubos itong positibo.
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,3,anger,Nararamdaman kong nababastos ng ganitong pamamaraan na kilala rin bilang isa sa pinakamasamang paraan ng pagtuturo dahil nabasa ko na ang slide bago pa siya makapagsalita.
i feel to have the honor to be this precious little girls mother,1,joy,Nararamdaman kong isang karangalan na maging ina ng batang babaeng ito.
i feel drained at least now i have something to look forward to,0,sadness,"Nararamdaman kong pagod, pero ngayon mayroon akong maasahan."
i regret it because i feel shitty that i cant enjoy things if im alone i ended up seeing my brother afterwards who was in baltimore with his new girlfriend and wanted to see me as well as introduce me to her,0,sadness,"Nakaka-regret kasi parang masama ang pakiramdam ko na hindi ko kayang mag-enjoy ng mga bagay kung mag-isa ako. Nangyari na rin na nakita ko ang kapatid ko pagkatapos, na nasa Baltimore kasama ang kanyang bagong nobya at gustong makita ako at ipakilala ako sa kanya."
i feel discouraged why should the shadows come why should my heart be lonely and long for heaven heaven and home when when jesus is my portion my constant friend is he oh his eye is on the sparrow and i know he watches watches it over me,0,sadness,"Nararamdaman kong nabigo, bakit dapat dumating ang mga anino? Bakit dapat mag-isa at mahabang-tagal ang aking puso na naghahangad ng langit, ng langit at tahanan, kung si Hesus ang aking bahagi, ang aking palaging kaibigan? Oh, ang kanyang mata ay nasa ibon, at alam kong pinapanood niya at pinoprotektahan ako."
i only feel curious impatient eager and confused,4,fear,"Nakakaramdam lamang ako ng pag-uugnay, pagmamadali, pagnanais, at kalituhan."
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,3,anger,"Nararamdaman kong ang mabilis na pagbibigay ng gantimpala ay talagang binabawasan ang kahalagahan ng okasyon, kaya sa mga susunod na pagbibigay ng gantimpala, sana ay hindi na ito mabilis at ayon sa iskedyul."
i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful,1,joy,Hiniling ko sa kanila na sumama sa akin sa paglikha ng isang mundo kung saan lahat ng batang babae ay maaaring lumaki na nakaramdam ng pag-asa at kapangyarihan.
im a little concerned that ill look up one day and all the leaves will be on the ground and ill feel like i missed it,0,sadness,Natatakot akong magising isang araw at lahat ng dahon ay nasa lupa na at parang na-miss ko ang lahat.
i feel horrible now as a result,0,sadness,Nararamdaman kong napakasama ko ngayon dahil dito.
i can never fall in love with anyone because my feelings make me too dangerous,3,anger,Hindi ako makakahanap ng pag-ibig sa kahit sino dahil ang aking damdamin ay ginagawa akong masyadong mapanganib.
i feel satisfied and happy with my choices today,1,joy,Masaya at kontento ako sa aking mga desisyon ngayon.
i am breathing well and feeling quite lively and upbeat,1,joy,Humuhinga ako nang maayos at nararamdaman kong buhay at masaya.
i feel a bit mournful since i read a bulletin of one of my myspace friends,0,sadness,Nararamdaman kong medyo malungkot dahil nabasa ko ang balita tungkol sa isa sa aking mga kaibigan sa Myspace.
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,4,fear,"Nararamdaman kong sobrang hindi ako mapakali sa bahay ngayon, marahil dahil matagal na akong nakakulong sa paaralan at bahay."
i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years,1,joy,"Makahinga ko ng kanyang bango sa unang pagkakataon na maramdaman ko ang kanyang yakap, kahit na isang kaibigan lamang sa loob ng limang taon."
i feel gentle hands careess me with tender care across my curled shoulders and pulled towards embrace the sun reaches towards my searching face,2,love,"Nararamdaman kong malambot na kamay ang kumukiskis sa akin nang may mahinang pag-aalaga sa aking nakurling na balikat at hinila ako patungo sa yakap, ang araw ay umaabot sa aking naghahanap na mukha."
i instantly feel rejected,0,sadness,Bigla akong naramdaman na tinanggihan.
i feel really wronged in fact what hu jia did is good for society,3,anger,"Nararamdaman kong lubos akong nagkulang, sa katunayan, ang ginawa ni Hu Jia ay mabuti para sa lipunan."
im kind of feeling nervous and anxious about all the shit i have to do today,4,fear,medyo kinakabahan at nag-aalala ako sa lahat ng kailangang gawin ko ngayon.
i make the trip i feel a strange combination of excitement and dread,4,fear,"Kung gagawin ko ang biyahe, mararamdaman ko ang kakaibang pagsasama ng kilig at takot."
i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me,2,love,Masaya na ako ngayon at parang ako na naman. Gusto kong magpasalamat sa lahat dahil sa mga magagandang mensahe ng paggaling. Ang inyong mga magagandang komento ay talagang mahalaga sa akin.
i am certified via ace and i love what i do but lately i feel like a fake,0,sadness,"Naa-certify ako sa ACE at mahal ko ang ginagawa ko ngunit kamakailan, parang pekeng-peke na ako."
i was feeling very sympathetic and told him i was so sorry and somehow felt responsible for him getting burned which is ridiculous because he is a grown man who has lived in his sun sensitive skin for years and should know by now how to take care of himself,2,love,"Naramdaman kong lubos ang awa at sinabi ko sa kanya na sobrang sorry ako at sa isang paraan, parang may pananagutan ako sa pagkasunog niya, kahit na walang katotohanan dahil siya ay isang matanda nang lalaki na nakatira na sa kanyang sensitibong balat sa araw nang maraming taon at dapat alam na niya kung paano alagaan ang kanyang sarili."
i execute the trick and work my dishwasher magic i feel so clever,1,joy,"Ginagawa ko ang trick at ginagamit ang aking dishwasher magic, nararamdaman kong napakatalino ko."
id feel very sympathetic but then again its not like what the current situation seems,2,love,"Magkakaroon ako ng malaking empatiya, ngunit sa kabilang banda, hindi ito katulad ng tila nangyayari sa kasalukuyang sitwasyon."
ive posted a blog and i feel like thats unfortunate,0,sadness,Ini-post ko na ang blog ko at parang sayang.
i started feeling my back aching especially the lower back,0,sadness,"Naramdaman kong sumasakit ang aking likod, lalo na ang ibaba."
i feel for these kids because you know theyre talented but i think one of the things with the whole american idol deal is that they grab a hold of you and you do what they tell you,1,joy,"Nakakaramdam ako ng awa sa mga bata dahil alam mo, may talento sila pero sa tingin ko isa sa mga bagay sa buong American Idol ay kinukuha nila ang iyong kontrol at ginagawa mo ang kanilang bilin."
im writing again but feel like discarding it because of lack of supporting ideas,2,love,Sumusulat ako muli ngunit parang itinatapon ko na ito dahil kulang sa mga sumusuporta sa mga ideya.
i just don t feel like having distraught parents breathing down my neck,4,fear,Ayaw ko lang talagang magkaroon ng mga magulang na nag-aalala at palagi akong pinagmamasdan.
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,0,sadness,"Matagal ko nang hinihintay ang pagkakataong mag-isa nang ilang linggo, at nang makuha ko na ito, medyo nami-miss ko na ang tahanan."
i can t show my feelings well to my family and to the fans either,1,joy,Hindi ko maipadama nang maayos ang aking damdamin sa aking pamilya at sa mga tagahanga rin.
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,1,joy,"Nakakaproud din ako sa aking pagbaba ng timbang, na sa loob ng ilang buwan ay mawawala ang mga kilo, na katumbas ng mga libra."
i feel a little isolated being in my house all the time,0,sadness,Nararamdaman kong medyo nag-iisa kapag nasa bahay ako lagi.
i feel troubled i guess would be the best word for it,0,sadness,"Nararamdaman kong may problema, siguro iyon ang pinakamagandang salita para dito."
i screwed my brows together when i realized this reaction and pondered what could possibly make me feel so fond of a stranger,2,love,Nag-iwas ako ng tingin at pinag-isipan kung ano ang dahilan ng aking pagkaroon ng ganitong pakiramdam sa isang estranghero.
i feel he has been quite successful at achieving his vision,1,joy,Nararamdaman kong siya ay naging matagumpay sa pagkamit ng kanyang pangitain.
i feel bashful under his teasing scrutiny,4,fear,Nahihiya ako sa kanyang nakakainis na pagtingin.
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,4,fear,"Sa tingin ko, dahil pinipilit kong maging maamo at parang Asian sa harap ng mga katulad ko, nararamdaman kong medyo nahihiya at hindi ko kayang maging tunay kong sarili."
i vividly remember feeling so offended that she would even dream such a thing could be a choice,3,anger,Maliwanag sa aking alaala ang aking naramdaman na malaking pag-insulto na siya pa ang mag-iisip na maaaring pagpipilian iyon.
i am very i feel very privileged having said all that i am very privileged,1,joy,"Napakaswerteng pakiramdam ko, matapos sabihin lahat ng iyon, napakaswerte ko talaga."
i just feel weird doing it but i want to make sure he feels loved in there,4,fear,Nararamdaman ko lang na kakaiba ang gawin ito ngunit gusto kong matiyak na nararamdaman niya ang pagmamahal doon.
i wouldnt feel uncomfortable wearing it at work,4,fear,Hindi ako magiging hindi komportable na magsuot nito sa trabaho.
i feel very stunned that people got it in a big way,4,fear,Napakagulat ko na napakalawak ng pagtanggap ng mga tao dito.
i was feeling a bit disheartened until one of our black belt instructors at the dojo richard and i own asked why let anyone else set your destiny,0,sadness,"Nararamdaman ko ang kaunting pagkabigo hanggang sa isa sa aming mga guro ng itim na sinturon sa dojo na pagmamay-ari namin ni Richard ay nagtanong, bakit hayaan ang iba na magtakda ng iyong kapalaran?"
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,1,joy,Sinusubukan kong maghanap ng saya sa mga simpleng bagay na tinatamasa ng Diyos sa aking pagsunod sa Kanya kahit na hindi ito nararamdaman na masaya sa paraang aking sanay.
i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them,4,fear,"Nakita ko ilang piyano na mas bago, mas mura, o mas malaki, ngunit lagi may kulang na nagpapa-alinlangan sa akin na bumili."
i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,1,joy,Parang naging tanggap na sa lipunan na hayaan ang mga tradisyunal na pananaw na ipagwalang-bahala nang walang paglaban dahil baka masaktan ang damdamin ng iba kung tatayo ka.
i are another reason why foreign tourists feel reluctant to drive in this island,4,fear,Isa kami sa dahilan kung bakit nahihirapan ang mga dayuhang turista na magmaneho sa isla na ito.
i wasnt feeling too well,1,joy,Hindi ako masyadong mabuti ang pakiramdam.
i kind of feel lame but still dont regret coming,0,sadness,Parang medyo nahihiya ako pero hindi pa rin ako nagsisisi na pumunta.
i feel romantic feelings in my soul and begging to god make u me ur love me ur feeling me ur soul me i wanna to hear the beat of heart by u for me ever if u wanna so otherwise i am nothing without u,2,love,"Nararamdaman ko ang mga romantikong damdamin sa aking kaluluwa at nananalangin kay Diyos na gawin kang aking pag-ibig, mahalin mo ako, maramdaman mo ako, maging isa tayo sa kaluluwa. Gusto kong marinig ang tibok ng iyong puso para sa akin magpakailanman kung gusto mo, kung hindi, wala akong kabuluhan nang wala ka."
i notice myself worrying about him i push that feeling away and replace the thought with something positive or remind myself to let go its out of my control,1,joy,"Napapansin kong nag-aalala ako para sa kanya, itinataboy ko ang pakiramdam na iyon at papalitan ng isang positibong bagay o paalala sa aking sarili na bitawan na, wala akong kontrol."
i feel super behind in all aspects of my life i need to read,1,joy,"Napakabagal ko sa lahat ng aspeto ng buhay ko, kailangan kong magbasa."
i start to feel myself become irritated when conversing with him,3,anger,Nagsisimula akong mairita kapag nakikipag-usap sa kanya.
i remember watching it and feeling devastated because of the sheer familiarity of it all,0,sadness,Naalala ko ang pagpanood ko noon at naramdaman ang malalim na pagkabigo dahil sa sobrang pamilyar nito.
i really appreciate his protectiveness and slight jealousy over my attention it makes me feel valued,1,joy,"Tunay kong pinahahalagahan ang kanyang proteksiyon at kaunting inggit sa aking atensyon, ito ay nagpaparamdam sa akin na mahalaga ako."
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,1,joy,"Nararamdaman kong medyo katulad si Franz Liebkind sa The Producers, hindi alam ng marami pero ang Führer ay isang mahusay na mananayaw."
i feel violent or something today,3,anger,Nararamdaman kong may galit o kaya'y pag-aaway sa akin ngayon.
i just feel so awkward and i know i am awkward with them,0,sadness,Nararamdaman ko lang na sobrang awkward at alam kong awkward ako sa kanila.
i think it was what was making me feel weepy,0,sadness,Akala ko iyon ang dahilan kung bakit ako umiiyak.
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,1,joy,Parang kailangan kong umiyak sa mga nakaraang araw at nakakagaan ng loob na nakaiyak ako ng sobra ngayon haha.
i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course,1,joy,"Gusto ko sana, pero dahil wala akong alam tungkol dito, pumasok ako sa ""candyland"" ng make-up na parang pagod at umalis na parang may ningning, siyempre kasama ang isang bag na puno ng mga produkto."
i feel a little bit weird,4,fear,Nararamdaman kong medyo kakaiba.
i feel so damn complacent,1,joy,Napakasaya-saya ko na parang wala nang problema.
i guess these expectations of me being so goddamn perfect have made me feel afraid to change,4,fear,"Siguro ang mga inaasahan na ako'y perpekto, napakaganda, ay nagpapasindak sa akin na magbago."
im just happy to be feeling something because for the last few days ive felt pretty,1,joy,Masaya lang ako dahil nararamdaman ko na ang kahit ano dahil sa mga nakaraang araw ay parang wala akong nararamdaman.
i feel happy about myself hes the reason why i am where i am today,1,joy,"Masaya ako sa aking sarili, siya ang dahilan kung bakit ako nandito ngayon."
i feel with aconfident heart i can be the overcomet that god wants me to be so i am eager to learn,1,joy,May tiwala akong sa aking puso na maaring maging ang tagumpay na ninanais ng Diyos para sa akin kaya handang matuto ako.
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,4,fear,Nagawang mag-almusal ng malinis buong Martes pero ngayon ay may kape na at medyo kinakabahan ako.
i feel more energetic and motivated,1,joy,Nararamdaman kong mas enerhiya at motibasyon.
i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,3,anger,Nararamdaman kong medyo hindi matiis na ang pasensya ko at siguro nabangga ko ang ad kaya doon nawala ang aking internet at nagsimula nang mag-abala ang Vista Virus Pro.
im feeling bitchy as hell tonight,3,anger,Napaka-bitchy ko talaga ngayong gabi.
i started feeling festive a little early this year,1,joy,Nagsimula akong magkaroon ng pakiramdam na pista ngayong taon nang medyo maaga.
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,4,fear,"Nararamdaman ko na sa mga panahon tulad nito, kung kailan ang mga bagay ay tila mas hindi tiyak, mas nagpapasalamat ako kay Diyos sa mga maliit na bagay."
i feel lethargic unmotivated needy and frustrated,0,sadness,"Nararamdaman kong pagod, walang gana, nangangailangan, at naiinis."
i am keen to incorporate more use of recovery tool and i feel that as a tool this can useful in allowing patient control over their mental health,1,joy,"Mas gusto kong isama ang mas maraming paggamit ng kasangkapan sa pagbawi at nararamdaman kong bilang isang kasangkapan, ito ay maaaring maging kapaki-pakinabang sa pagbibigay ng kontrol sa mga pasyente sa kanilang kalusugan ng isip."
i have been feeling rather lonely,0,sadness,Nararamdaman kong medyo nag-iisa.
i feel it breeds loneliness and discontent and then we were onto the economy and recession and how stressful money and unemployment can be for people then she wanted to know what caused the recession and then the topic came to divorce,0,sadness,"Nararamdaman ko na ito ay nagbubunga ng kalungkutan at kawalan ng kasiyahan, at saka kami ay lumipat sa ekonomiya at resesyon, at kung gaano ka-stressful ang pera at kawalan ng trabaho para sa mga tao, saka siya gustong malaman kung ano ang dahilan ng resesyon, at saka ang usapan ay napunta sa diborsyo."
i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent,3,anger,"Ako ay isang hari ng Britanya, gaya nina Louis XVI at Marie Antoinette, ngunit sa tingin ko, mas nararamdaman ko ang pagkawala ng Russia dahil sa sobrang karahasan nito, ang buong pamilya ang nasawi, at dahil medyo kamakailan lamang ito nangyari."
i lived off lemon bars for a few weeks and then this weekend ate and ate and ate and it was all horrible food and now i feel and look and am horrible,0,sadness,"Kumain ako ng lemon bars nang ilang linggo at noong nakaraang weekend ay kumain ako nang kumain nang kumain at lahat ay masamang pagkain at ngayon ay nararamdaman ko, mukhang, at ako ay masama."
