text,label,label_desc
i felt like talking too but i didn t know what to say to cause any real damage so that at least my cousin didn t feel alone not that he needed me anyway i tell you he could take on a battalion if necessary,0,sadness
i was asked to comment about how i feel about receiving this award and all i said was i feel very embarrassed to be here right now,0,sadness
i feel like i have gone for broke,0,sadness
i woke up feeling listless and dehydrated from a weekend that included a strip club tackle football hours of binge drinking and a hockey game so i decided not to go to work,0,sadness
i feel very privileged when i think that the homes that i grew up in still exist and i,1,joy
i left feeling annoyed and angry thinking that i was the center of some stupid joke,3,anger
i begins to feel herself grow too fond of him and asks him to leave her alone for good,2,love
i guess we all feel ugly in some sort of way,0,sadness
i tuck the fear back into a quiet chamber of my heart to ponder it for another day when i am feeling less brave,1,joy
i was feeling stressed and a little lonely earlier and now i feel stressed lonely and sick,0,sadness
i feel that charlie was being very generous in sharing writing credit with me as he clearly could have done the music without me,2,love
i feel very cute and very girlie when i dress that way,1,joy
i have to say for my first time with filled chocolates i feel like i did a fabulous job,1,joy
i just need to be in a place where i feel valued,1,joy
i know that i shouldn t let people decide my happiness but damn it feels like i either have to risk my happiness to please other people that s how much i hate this school this school is fucking pathetic and doesn t deserve my time and money,0,sadness
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,4,fear
i wasn t feeling very joyful at all despite being on a caribbean island with fantastic diving learning new and exciting skills as a dive master and coaching my clients in north america all of which should bring me joy,1,joy
i feel the earth move tribute to carole king karaoke mix bewertung rel nofollow target blank,0,sadness
i feel me better cuz i listen to this song img src http ifyouwanttoknow,1,joy
i may be smitten or shy and i might even bat my eyelashes a few times and smile because i just cant help but feel charmed by you,1,joy
i may give up much sooner than my days if i feel like im gonna die but ive been curious for a while,4,fear
i feel like an ass when i have to ask someone what their delicious looking dessert is made of,1,joy
i lie in bed my legs are in constant motion i feel i am out of control as they have to be shaken or tapped or just doing something,4,fear
i feel as though my own snowglobe is being shaken and im still flying through the air,4,fear
i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything,3,anger
im years old and i must admit that it has made me feel uncomfortable,4,fear
i remember when i started feeling homesick,0,sadness
i feeling so low now,0,sadness
i feel like he was miserable because im happy,0,sadness
im feeling a bit neurotic that ill lose my job,4,fear
i wouldn t feel submissive which has it s place but not in the work environment,0,sadness
i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time,3,anger
im feeling festive and i dont think i posted a good picture of our tree,1,joy
i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,3,anger
i did not feel love from the men who abused,0,sadness
i feel like i just am so discontent with my work load and with myself,0,sadness
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,3,anger
i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you,4,fear
i feel very hostile at the thought of taking out my credit card,3,anger
i feel insecure and lack of confidence,4,fear
i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,2,love
i feel bitter to see what i ve become,3,anger
i is thirteen again and so so unsure of himself and unsure of how he feels about shishido as his senpai although he s always admired him,2,love
i didnt go into with any cardboard goals i feel i have been very successful with how turned out,1,joy
i have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always,4,fear
ive been feeling disgusted and ashamed,3,anger
i have exactly weeks to train and prepare which is perfect and so now with week one almost done im feeling excited and trying not to get too nervous as i look ahead at some of the longer runs on the schedule,1,joy
i feel dont mention food and dont think ur being considerate by noticing my obsession with this and talking to me about,2,love
i don t recall ever feeling carefree,1,joy
i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,0,sadness
i am so happy because i finally feel like i m doing something that i am compassionate about,2,love
i guess the man knows how to make each and every one of them feel special,1,joy
i could feel my moms presence and my friends and family were supporting me that day,2,love
i just feel like i havent shaken it up lately,4,fear
i am feeling reassured by this a wave of missing hits,1,joy
i feel like i ve been put in a bag and shaken up but otherwise ok,4,fear
im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,4,fear
im tired of feeling dumb,0,sadness
im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins,0,sadness
i am normally very able to express how i feel particularly when im excited or happy,1,joy
i do awaken from a mild night sweat i usually feel hot as if i had a fever and i want to remove some of my blankets,2,love
i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc,0,sadness
i feel like when recipes have those kinds of words in the title perfect famous ultimate grand supreme ect,1,joy
im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,0,sadness
i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it,0,sadness
i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped,2,love
i feel foolish,0,sadness
i feel dumb now going through all those,0,sadness
i feel agitated annoyed and i see feel the darkness everywhere,4,fear
i had seen a solopgangfor to see the love in my woman s eyes feel the touch of a precious barnog know a mother s love,1,joy
i feel messy and out there,0,sadness
i feel as if i am going to sneeze but do not and therefore my beloved is about to think of me but does not,1,joy
i think unconsciously subconsciously i feel like a vile vile being,3,anger
i feel more valuable today doing what i am doing than i ever have before,1,joy
i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,4,fear
i have to say i still feel completely rotten and constantly exhausted,0,sadness
i feel sooo soo lucky,1,joy
i feel like when ever i start to feel happy for a consistent amount of time it all has to end,1,joy
i feel accepted and respected i am loving loyal and generous,2,love
i have stopped feeling surprised,4,fear
i feel super warm and nice so i smile or i cry,1,joy
i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore,3,anger
i sometimes feel all nostalgic and feel the need to go back and look at some of my old blog posts and all i can say is that without knowing it they record and hold so many memories,2,love
i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,3,anger
i feel so hopeless and usually just want o scream,0,sadness
i feel that the most valuable quality children exhibit is their questioning and curious mind especially with regard to the why and how,1,joy
i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun,1,joy
i feel very triumphant when ive found s,1,joy
i still feel the longing to be with you inspite of you sitting in front of me,2,love
i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,0,sadness
i feel im a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,2,love
im in the kitchen and glance over at that lovely robins egg blue binding i feel assured that anything i will ever need to know about food can be found within those pages,1,joy
i feel highly disadvantaged,0,sadness
ive recently started building a ig army themed around everyones favorite strategy game x com but im feeling the army isnt k lore friendly and a bit cartoonish,1,joy
i vocalize my pain and hurt about how i feel like an outsider to others and they tell me its because they just dont think about me or that they never see me and then on the other hand to be told im faithful at what ive committed to in service and coming to everything,1,joy
i feel jealous when i know he go out with other women,3,anger
i do however feel a bit envious of people who have different perfumes for different seasons,3,anger
i feel amazing about tonight,1,joy
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,0,sadness
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,4,fear
i feel awful about missing school,0,sadness
i remote which i feel is terrific and great worth,1,joy
i feeling suspicious i snooped computer,4,fear
i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more,1,joy
no response,3,anger
i would be the one screaming and yelling but now that ive handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month,0,sadness
i wish i could say this led to me feeling socially accepted,1,joy
i supposed to feel special when you don t even care that it s an a and not an e barista man,1,joy
i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby,1,joy
i sat feeling helpless like a moment from an episode of the walking dead,4,fear
i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,4,fear
i feel very disturbed now thanks to this psychopath s useless and fake story,0,sadness
i look to balance commercial titles with those that i feel could support a more artistic interpretation,1,joy
i feel this about my movies he says the fact that my name is on them that means they are doomed,0,sadness
i just remember getting in the car and my body feeling really lame,0,sadness
im about to go look for him again when i start to feel calm and think that his phone probably died,1,joy
im feeling pretty determined right now i just have to keep my determination flowing from now on,1,joy
i feel like every day i grow stronger and become less needy of someone to fill that role,0,sadness
i also hate the feeling of forcing my values onto others not celebrating not buying others gifts for the sake of not supporting consumerism,1,joy
i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,4,fear
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,3,anger
i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through,1,joy
i wasnt so self conscious of my atrocious singing i think id be tempted to break out into this whenever a colleague is feeling defeated,0,sadness
ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,4,fear
i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home,1,joy
i listen to this song i can feel a sorrowful atmosphere,0,sadness
i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great,2,love
i feel offended used and disgusted,3,anger
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,0,sadness
i am feeling pretty optimistic about the final product,1,joy
i went to work but i feel stunned and numb,4,fear
i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,1,joy
i feel satisfied and sad at the same time,1,joy
i was feeling a little shaky and called it a day on the small bike,4,fear
i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of,3,anger
i want to be able to get into it without feeling weird in a bathing suit,4,fear
i feel like i m in some weird limbo between childhood and adulthood,4,fear
i have noticed my own increasing frustration with what i feel to be petty artificially created drama,3,anger
i get the feeling that im valued have potential and am very welcome,1,joy
i feel irritable like no other and running will def cure that,3,anger
i dont drink green charged water for a few days i feel irritable and disoriented,3,anger
i feel strange pangs of loneliness or emptiness bubble up,4,fear
i am so tired about it and i feel so fucked up,3,anger
i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,4,fear
im feeling a bit jaded,0,sadness
i think he is what really made us decide to stay with multiband because he made us feel valued and listen to the fact i am a student and need to do homework,1,joy
i do think there s a thin line between effectual love and hero worship his actions toward asami don t make me feel especially positive toward him,1,joy
i feel quite proud of myself and its a wonderful feeling after years of feeling anything but,1,joy
i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,0,sadness
i say his helpless the phone muttered the i love you love his feeling always feel very sweet always feel to have him with me i nothing a person undertaking no matter where there is a he,2,love
i feel extremely awkward when they interview people for my job,0,sadness
i really hope she shares the same feelings they would be so wonderful together,1,joy
i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do is say good bye,0,sadness
i feel pleased with myself when i see you proud of me,1,joy
i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,4,fear
i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,0,sadness
im not feeling too inspired as it hasnt stopped raining in at least a week here what does the sun look like again,1,joy
i feel really anxious,4,fear
i feel terribly unkind to say it span style font size,3,anger
i feel what its like to be popular,1,joy
i feel resentful that i have too,3,anger
im feeling pretty miserable and sorry for myself,0,sadness
i would then plunge into the icy depths feeling invigorated and invincible,1,joy
i feel it s so obnoxious another vocab word,3,anger
i feel utterly joyful and brimming with gratitude,1,joy
im feeling guilty for not having written a beautiful poetic post expressing how thankful i am,0,sadness
i looked at my husband and even though i love him with all the love in my heart the feelings i felt for him today when he was stood there so vulnerable grew so deep and strong and i didnt realise that i could love him anymore,4,fear
i save recipes to springpad and when im feeling adventurous i might try something new,1,joy
i feel completely blessed to have such wonderful family and friends,1,joy
i have to feel whiney when i m just today one week out of surgery major abdominal surgery,0,sadness
ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,0,sadness
i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,3,anger
i feel liked these days by both tom and myself,2,love
im not sure how i feel theres just that empty space you left here for me,0,sadness
i believe feeling duality spirituality suffering and growth in an upright position offers the manifestation of happiness simple joys and fulfillment,0,sadness
i twisted that to mean that i did not have to use them if i was feeling ok,1,joy
im a little worried because i feel the protagonist may not be likeable enough to the average person based on my focus group of one,1,joy
i will admit that i do feel a little envious when i hear of young writers who do so well,3,anger
i had a feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs,2,love
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,3,anger
i found out on a day when i was feeling stressed and unsure of my abilities,0,sadness
i would feel i was devastated,0,sadness
i am thinking and keeping current so they don t feel they need to keep me entertained or babysat me by giving me more work or projects that are not needed,1,joy
i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one,0,sadness
i wonder why i feel surprised that things are different than i expected,4,fear
i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories,4,fear
i feel like i missed out a bit in not reading this series in order,0,sadness
i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,4,fear
i do love making them feel welcomed and excited about starting high school,1,joy
i feel like the cute little case is kind of hidden but,1,joy
i feel really bouncy for absolutely no reason and my head hurts a bit from trying to remember all the books im going to simply have to read now,1,joy
i know that feeling myself the strange sense of serendipity where minds collide between pages,4,fear
i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,0,sadness
i think they enjoyed the event because it made them feel welcomed,1,joy
im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,4,fear
i feeling rejected but i became a laughing stock among my peers,0,sadness
i want to feel like the casting director is going to take one look at me and say you re amazing,1,joy
i remember feeling frantic at this point,4,fear
i feel successful as a lazy mom,1,joy
i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours,1,joy
im still feeling terrible even though ive had some good days,0,sadness
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,4,fear
i was most stressed about have finally come to an end and i feel relieved,1,joy
i love the feeling of the cold nipping at my nose while im in warm clothes,3,anger
i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,4,fear
i honestly hoped for you to wake up one day feeling terrible crying blood whatever,0,sadness
i read premonition i had this rare feeling that i was caught by how dewi lestari plays with metaphors crazily in her charming words,1,joy
i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,3,anger
i feel all numb,0,sadness
i actually feel excited about it for the first time in a long time,1,joy
i feel like she is more embarrassed that anything and cannot just let it go,0,sadness
i feel like im some troubled sad anti social person,0,sadness
im feeling ugly,0,sadness
i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,0,sadness
im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,0,sadness
i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on,2,love
i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,0,sadness
i feel so violent just want to break some glass,3,anger
i just make assumptions based on what i see think feel i ve wondered this before with strange things,4,fear
i feel like i am waiting for an unpleasant meeting with someone in an authoritative position,0,sadness
i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that ive been told may take a year to resolve if indeed it does,1,joy
i feel ashamed of my unproductive days,0,sadness
i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,0,sadness
i was feeling very nostalgic and very grateful,2,love
i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,4,fear
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,3,anger
i refuse to let myself feel bitter about the small sacrifices we have to make,3,anger
im zooming right through the second trimester and i feel fantastic just as i did with trinity,1,joy
i feel uptight is it any wonder i dont know whats right,4,fear
i sing decently but coming from the kind of family i do i always feel like im less talented so ive never really tried to learn as such,1,joy
i only share what i feel is valuable information,1,joy
im packing up to leave the school and feeling sentimental,0,sadness
i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks,0,sadness
i did not feel troubled,0,sadness
i love love it and feel lethargic if i do not sweat for more than three days,0,sadness
i am too dazed confused and too drowned in what women looks for looks wise in a man and feel that i am doomed if i can t aspire to these,0,sadness
i like her too much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me,3,anger
i feel like the fans see the girls as wimpy and not as good as the guys,4,fear
ive been going to these liquor stores all my life and i still feel a bit dirty walking into one like im doing something i shouldnt be,0,sadness
i will ever feel i admired virtually everything about you,2,love
i feel like these words from today s passage send the church of today a warning just as much as jesus was sending his beloved disciples a warning,1,joy
i feel disturbed by the more and more unreasonable lie my life is taking towards,0,sadness
i feel like there are so many years left to live when all i m contented with is to just lay on my bed with the lights off and listen to ayumi,1,joy
i feel super bad that thanksgiving seems to disappear more and more each year but i would be lying if i said that i werent excited for official christmas time,1,joy
i was back home but feeling restless,4,fear
i hit the ground i feel daddy let go completely and i get terrified,4,fear
ive also begun going through a round of self edits on the first episode of season three and im feeling quite thrilled with how its fitting together,1,joy
i know there are a million strollers and babies in the world but the thought that my stroller had made someone feel how ive felt so many times broke my heart,0,sadness
i feel compassionate toward myself and my bodys new limitations which i need to become accustomed to as time takes me further into middle age and aging,2,love
i feel so dull and inadequate around big house but such a constrained extrovert in my own home,0,sadness
i feel summer session title bookmark at digg rel nofollow target blank img src http www,0,sadness
i only will uploading photos which i feel so sweet to share with all of you lovers,2,love
i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was,4,fear
i feel fucked up on the inside,3,anger
i just feel sooooooooooo fucked up at this moment,3,anger
i feel respected and what i have to say matters,1,joy
i just feel jaded about it all now,0,sadness
i can choose to feel deprived or empowered,0,sadness
i am missing some very important information or anything please feel free to post comments below because even though i have been interested in the style for years i have only been wearing the style and officially in the community for about a year and a half,1,joy
i feel annoyed img class aligncenter size full wp image src http mrdanbaird,3,anger
ive been feeling particularly thankful for my husband which is a sure sign i have a brain tumor or something terribly amiss with my noodle,1,joy
i thought sarah felt during the movie her thoughts feelings and fears but i dont think it was all jareths fault although i think she blamed it all on him i think it was her fault too after all she read the whole labyrinth book and she wished for him to come and take toby away,0,sadness
i am at an aa meeting today and really started to feel so isolated from everyone in the room,0,sadness
i would not hurt you or make you feel pain i would not have been so vain,0,sadness
i went upstairs feeling gloomy disappointed switched my phone on silent mode and watched the notebook instead,0,sadness
im feeling intimidated by my own achievements,4,fear
im already feeling emotional before i had a chance to say anything at all she turns to me says i love you,0,sadness
i had hoped to not feel the weakness to not be bothered by every song every joke i hear,3,anger
i feel really blessed,1,joy
i headed back to my office feeling satisfied maybe even a bit self righteous about how id consoled a friend,1,joy
i feel yet you are so heartless and go for the men that will break your heart,3,anger
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,3,anger
i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry,2,love
i feel honored to have that kind of support,1,joy
im also feeling pretty paranoid a lot and no i dont take drugs,4,fear
i nuh must feel joyful and victorious,1,joy
i sound feeling ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd,0,sadness
im starting to feel a dull pain at the front of my head between my eyes,0,sadness
i just feel curious of what my mission is to be,4,fear
i had a feeling it might be perfect for a take off on the tutorial,1,joy
i feel like you can have a piece for breakfast and its ok on the nutrition scale,1,joy
i feel that npr provides a valuable service,1,joy
i feel low just thinking about my motherland gives me a fresh boost of energy,0,sadness
i feel strangely calm for having everything literally on the line with this vote,1,joy
i had to say a couple of things twice in order to not have some weird out of context laughter in the mix that would make the tv audience feel like theyd missed an in joke,0,sadness
i was expecting to say this is a very bittersweet feeling but all im feeling is bitter,3,anger
i feel fucked tape last year make sure you get this,3,anger
i feel like i can play with the work more than if it was trying to be some precious expensive masterpiece,1,joy
i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on,0,sadness
ive been feeling really unsuccessful in a lot of ways,0,sadness
i was feeling rather sentimental as i expressed to her how blessed i was that she was my mother and also my best friend,0,sadness
i refer to it as an addiction because no matter how many pairs i have i never feel satisfied,1,joy
i have a feeling it could be an unpleasant experience working with her,0,sadness
i feel like i would have liked the ending better,2,love
i feel honored to have been on the show and my students were very excited for me giardina said,1,joy
i feel a little funny about being so open and personal in my sandblog but if admitting all of this helps me achieve my wish than it s worth it,4,fear
i feel like they would only mask or dull the problems instead of help me work my way through them,0,sadness
im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all,0,sadness
i have reached the conclusion that what i feel is most important is what i think will most likely make me feel good or and keep away bad or unhappy feelings,1,joy
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,3,anger
im going to have to tell myself this a lot today when i feel so defeated,0,sadness
i just feel very dull right now,0,sadness
i am feeling a bit apprehensive about carrying an amount this large without any protection,4,fear
i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating,4,fear
i really didnt like that feeling but he hated even more that the heaviness in his chest was still growing that he made a muffled sound against hideakis lips as the other boy forcefully pressed himself against daiki,0,sadness
i feel gloomy yet excited,0,sadness
i feel that so many might be far too eager to point and say see that is not how a true trans guy should feel right now or see i knew trans people were way more fucked up than they let on look at this guy,1,joy
i always feel so eager to escape it though it never really leaves,1,joy
i feel that this is a very important subject to discuss,1,joy
i feel a gentle amusement,2,love
i feel is loving,2,love
i hope all knitters will rise above their hurt feelings and will show that they are loving caring people by supporting the olympians this summer,2,love
i plan on making another post all about that but ive had some progress and i feel fucking fantastic,1,joy
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,4,fear
i feel very agitated just sitting here,4,fear
i feel the need to knock one of my beloved darlings off of my list to make room for hugh laurie aka dr,1,joy
i began to feel isolated,0,sadness
i feel more hostile towards sarcoidosis than usual,3,anger
i now feel more intelligent about my followers myself and how i use a href http twitter,1,joy
i had already gone on my morning run with gyp and was feeling fairly energetic,1,joy
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,3,anger
i feel agitated do i know how to quickly calm and soothe myself,3,anger
i take a long sip and feel the cold sensation of the iced capp,3,anger
i feel i rock at than i am usually devastated,0,sadness
i am not really sure how this came about but ive been feeling a lot more compassionate and forgiving lately,2,love
i feel really thrilled to learn,1,joy
i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them,0,sadness
i often hear that i give a feeling like i m longer here and folks are surprised to hear that i m only years old hyphen,4,fear
i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug,0,sadness
i feel awful when reading someones emotional posts especially when i am was having mine,0,sadness
i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home,0,sadness
im not writing this for people to be like oh i feel bad for you no because i dont want them to do that and dont expect them to do that,0,sadness
i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years,0,sadness
ive vented and cried and now im a little more calm and feeling less hostile,3,anger
i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person,0,sadness
i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed,3,anger
i have an insane appreciation for simplicity and i feel so much compassionate again but still feel like i have that sarcastic sense of humor,2,love
i feel soooo impatient,3,anger
i could leave spitak and come back after two years to the same town the same neighbors the same school children shouting my name and feel welcomed,1,joy
i feel like she was bitter towards people who were in upper class just because they were in upper class,3,anger
i know at least one other person besides myself was feeling nervous and anxious about getting started,4,fear
i might start feeling nervous tomorrow but im not sure,4,fear
i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you,0,sadness
i did feel scared now,4,fear
i still think it is worth posting here as a reminder for the next time i feel anxious,4,fear
ive also made it with both sugar measurements but i feel like cup is just too sweet for me,1,joy
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,3,anger
im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit,1,joy
i am able to write a full letter in insular minuscule and i will probably never have the skill of xviith century writing masters such as maria strick or jan van den velde but i feel that learning a craft is a worthwhile effort in and for itself,1,joy
i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did,0,sadness
i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me,0,sadness
i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah,1,joy
i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears,0,sadness
i will look better and better to him in time and he will feel stupid,0,sadness
i feel like a tortured artist when i talk to her,4,fear
i possibly feel foolish for,0,sadness
i feel like if i train smart and take it easy i will be back to my former self in no time,1,joy
when i first heard i like you from my boyfriend,1,joy
i found the art at the other side of all i feel very impressed with my work,4,fear
i really feel shamed,0,sadness
i feel that i really need to let her know that i am still thinking of her and caring for her intense or not why not keep calling plus there is sms and im like any relationship communication is the key to keeping it alive best wishes,2,love
i am sitting here today feeling just miserable,0,sadness
i don t really feel that that will happen in my lifetime but still working in publishing i know that it s coming so i should be supporting bookstores,2,love
i feel more useful to g this way,1,joy
im home alone with my son and im feeling sad,0,sadness
i feel why i am not strong enough to let their negative thoughts and feeling not effect me,1,joy
i still feel so irritable every day,3,anger
i feel you i dont believ in you but i keep my faithful to you god gives me a chance to feel what is apathetic after it but much apathetic open up my mind that i can hide this feeling for you i know youre playing with me you show off your love like and maybe after it youll be gone will it happens,1,joy
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,3,anger
i honestly feel a bit pressured she just made a post on a photo stating she wanted to have giant beers soon and i dont even know what to say,4,fear
i no longer had hard feelings for and very luckily and unexpectedly met this sweet and interesting girl on tumblr who is an aiw fan but she also runs a wonderful alice in wonderland blog called she still haunts me phantomwise,1,joy
i feel like life is very delicate,2,love
i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity,0,sadness
i know there sad to read but it lets other women who feel alone about it,0,sadness
i feel like someone is being judged harshly not accepted or asked to be something they are not,2,love
i feel in my bones like nobody cares if im here nobody cares if im gone here i am again saying im feeling so lonely people either say its ok to be alone or just go home it kills me and i dont know why it doesnt mean i dont try i try and try but people just treat me like im a ghost,0,sadness
i absolutely cannot wait for september th to roll around i feel calm i suppose in my waiting,1,joy
im feeling mellow this morning after last nights debacle that saw me totally losing it with josh,1,joy
i feel outraged about this type of thing,3,anger
i wasnt feeling that playful or that drunk,1,joy
i feel almost outraged that such a crap day should fall on my most favourite of days,3,anger
i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb,2,love
i also feel sometimes that ive missed out on things because of the amount of times ive had to leave somewhere early to take someone home,0,sadness
i can imagine someone feeling jealous lonely or scared,3,anger
i feel oddly reassured to hear you say that,1,joy
i feel like they are dirty all,0,sadness
i feel like we had a wonderful summer and know now that school has started the year will fly by,1,joy
i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,0,sadness
i am really thankful to her to get this opportunity and feeling very honoured today,1,joy
